id,*상점,*매직박스1,*기본,type,name,description,cat,sub_cat,bundle_size,useAction,infoAction,file_name,width,height,sellPrice,R,G,B,grade,*이미지,*색상,열1,*획득 방법,attributes
203036,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x1_window_01.png,210,91,,,,,,,,,,
203037,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x1_window_02.png,216,73,,,,,,,,,,
203038,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_01.png,190,236,,,,,,,,,,
203039,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_02.png,51,24,,,,,,,,,,
203040,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_03.png,35,21,,,,,,,,,,
203041,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_04.png,23,25,,,,,,,,,,
203042,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_05.png,40,34,,,,,,,,,,
203043,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_06.png,31,29,,,,,,,,,,
203044,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_07.png,10,13,,,,,,,,,,
203045,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_08.png,37,32,,,,,,,,,,
203046,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_09.png,25,20,,,,,,,,,,
203047,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_10.png,12,11,,,,,,,,,,
203048,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_11.png,11,11,,,,,,,,,,
203049,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_12.png,17,41,,,,,,,,,,
203050,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_13.png,25,41,,,,,,,,,,
203051,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_14.png,24,41,,,,,,,,,,
203052,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_15.png,36,31,,,,,,,,,,
203053,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_16.png,40,37,,,,,,,,,,
203054,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_17.png,40,38,,,,,,,,,,
203055,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_18.png,52,56,,,,,,,,,,
203056,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_19.png,50,52,,,,,,,,,,
203057,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_20.png,78,62,,,,,,,,,,
203058,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_21.png,190,28,,,,,,,,,,
203059,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_22.png,22,22,,,,,,,,,,
203060,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_23.png,47,34,,,,,,,,,,
203061,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_24.png,38,30,,,,,,,,,,
203062,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_25.png,72,45,,,,,,,,,,
203063,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_26.png,45,64,,,,,,,,,,
203064,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_27.png,42,42,,,,,,,,,,
203065,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_28.png,50,31,,,,,,,,,,
203066,,,,item,no name,no description,objects,object,1,,,obj_set_bathroom_5x4_bath_29.png,34,30,,,,,,,,,,
203067,,,,item,no name,no description,objects,object,1,,,obj_set_beach_1x1_parasolchair.png,44,65,,,,,,,,,,
203068,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x2_basket.png,77,101,,,,,,,,,,
203069,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x2_icebox.png,93,136,,,,,,,,,,
203070,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x2_tile_01.png,82,82,,,,,,,,,,
203071,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x2_tile_02.png,82,82,,,,,,,,,,
203072,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x2_tile_03.png,82,82,,,,,,,,,,
203073,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x2_tree_01.png,193,227,,,,,,,,,,
203074,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x2_tree_02.png,178,236,,,,,,,,,,
203075,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x3_chair.png,90,234,,,,,,,,,,
203076,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x4_sandbath_01.png,88,154,,,,,,,,,,
203077,,,,item,no name,no description,objects,object,1,,,obj_set_beach_2x4_sandbath_02.png,39,12,,,,,,,,,,
203078,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x2_sandcastle.png,121,158,,,,,,,,,,
203079,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x2_turtle_01.png,58,49,,,,,,,,,,
203080,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x2_turtle_02.png,99,67,,,,,,,,,,
203081,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x2_turtle_03.png,38,35,,,,,,,,,,
203082,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x2_turtle_04.png,21,19,,,,,,,,,,
203083,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x2_turtle_05.png,20,27,,,,,,,,,,
203084,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x2_turtle_06.png,20,18,,,,,,,,,,
203085,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x2_turtle_07.png,20,17,,,,,,,,,,
203086,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x2_turtle_08.png,20,17,,,,,,,,,,
203087,,,,item,no name,no description,objects,object,1,,,obj_set_beach_3x3_parasol.png,133,208,,,,,,,,,,
203088,,,,item,no name,no description,objects,object,1,,,obj_set_beach_4x2_icecream.png,259,258,,,,,,,,,,
203089,,,,item,no name,no description,objects,object,1,,,obj_set_beach_6x5_mat.png,256,196,,,,,,,,,,
203090,,,,item,no name,no description,objects,object,1,,,obj_set_beach_7x4_caravan.png,270,220,,,,,,,,,,
203091,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_1x1_effect_01.png,34,69,,,,,,,,,,
203092,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_1x1_effect_02.png,16,12,,,,,,,,,,
203093,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_1x1_effect_03.png,14,18,,,,,,,,,,
203094,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_1x1_effect_04.png,16,16,,,,,,,,,,
203095,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_1x1_effect_05.png,14,16,,,,,,,,,,
203096,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_1x1_effect_06.png,24,26,,,,,,,,,,
203097,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_1x2_wall.png,42,82,,,,,,,,,,
203098,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_2x1_balloon.png,104,158,,,,,,,,,,
203099,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_2x1_light.png,80,146,,,,,,,,,,
203100,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_2x2_chair.png,66,94,,,,,,,,,,
203101,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_2x2_present.png,94,130,,,,,,,,,,
203102,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_2x2_tile.png,82,82,,,,,,,,,,
203103,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_3x2_balloon.png,146,108,,,,,,,,,,
203104,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_3x2_chair.png,114,116,,,,,,,,,,
203105,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_3x2_light.png,142,74,,,,,,,,,,
203106,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_3x2_present.png,130,114,,,,,,,,,,
203107,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_7x2_arch.png,278,240,,,,,,,,,,
203108,,,,item,no name,no description,objects,object,1,,,obj_set_birthday_7x4_table.png,284,228,,,,,,,,,,
203109,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_block1.png,50,82,,,,,,,,,,
203110,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_block2.png,50,82,,,,,,,,,,
203111,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_block3.png,50,82,,,,,,,,,,
203112,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_block4.png,41,55,,,,,,,,,,
203113,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_block4_2.png,114,130,,,,,,,,,,
203114,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_block4_3.png,12,12,,,,,,,,,,
203115,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_block5.png,41,115,,,,,,,,,,
203116,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_block5_2.png,55,118,,,,,,,,,,
203117,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_f1.png,55,77,,,,,,,,,,
203118,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_f2.png,49,88,,,,,,,,,,
203119,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_f3.png,50,80,,,,,,,,,,
203120,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_f4.png,49,86,,,,,,,,,,
203121,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x1_f5.png,38,67,,,,,,,,,,
203122,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x2_block1.png,50,122,,,,,,,,,,
203123,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x2_block2.png,50,122,,,,,,,,,,
203124,,,,item,no name,no description,objects,object,1,,,obj_set_block_1x2_block3.png,50,122,,,,,,,,,,
203125,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x1_block1.png,91,79,,,,,,,,,,
203126,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x1_block2.png,91,79,,,,,,,,,,
203127,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x1_block3.png,91,79,,,,,,,,,,
203128,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x1_block_h.png,89,144,,,,,,,,,,
203129,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x1_tv.png,82,94,,,,,,,,,,
203130,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x1_tv_2.png,58,35,,,,,,,,,,
203131,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x1_tv_3.png,60,49,,,,,,,,,,
203132,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x1_tv_4.png,61,48,,,,,,,,,,
203133,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x2_block1.png,88,121,,,,,,,,,,
203134,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x2_block2.png,88,122,,,,,,,,,,
203135,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x2_block3.png,88,121,,,,,,,,,,
203136,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x2_lug1.png,88,96,,,,,,,,,,
203137,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x2_lug2.png,88,96,,,,,,,,,,
203138,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x2_lug3.png,88,97,,,,,,,,,,
203139,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x2_tile.png,82,82,,,,,,,,,,
203140,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x2_tile2.png,82,82,,,,,,,,,,
203141,,,,item,no name,no description,objects,object,1,,,obj_set_block_2x2_tree.png,73,138,,,,,,,,,,
203142,,,,item,no name,no description,objects,object,1,,,obj_set_block_4x4_lug.png,166,174,,,,,,,,,,
203143,,,,item,no name,no description,objects,object,1,,,obj_set_block_ef01.png,79,55,,,,,,,,,,
203144,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_01.png,474,310,,,,,,,,,,
203145,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_02.png,470,109,,,,,,,,,,
203146,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_03.png,250,230,,,,,,,,,,
203147,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_04.png,112,179,,,,,,,,,,
203148,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_05.png,113,179,,,,,,,,,,
203149,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_06.png,96,91,,,,,,,,,,
203150,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_07.png,54,47,,,,,,,,,,
203151,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_08.png,39,34,,,,,,,,,,
203152,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_09.png,67,43,,,,,,,,,,
203153,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_10.png,40,52,,,,,,,,,,
203154,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_12x2_stage_11.png,47,41,,,,,,,,,,
203155,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_1x1_light_01.png,47,189,,,,,,,,,,
203156,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_1x1_light_02.png,89,96,,,,,,,,,,
203157,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x1_fire_01.png,44,52,,,,,,,,,,
203158,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x1_fire_02.png,114,220,,,,,,,,,,
203159,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x1_fire_03.png,24,23,,,,,,,,,,
203160,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x1_fire_04.png,21,30,,,,,,,,,,
203161,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x1_light_01.png,89,203,,,,,,,,,,
203162,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x1_light_02.png,108,138,,,,,,,,,,
203163,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x1_speaker_01.png,78,102,,,,,,,,,,
203164,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x1_speaker_02.png,48,48,,,,,,,,,,
203165,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_camera_01.png,91,176,,,,,,,,,,
203166,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_camera_02.png,90,176,,,,,,,,,,
203167,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_tile_01_01.png,82,82,,,,,,,,,,
203168,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_tile_01_02.png,82,82,,,,,,,,,,
203169,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_tile_02_01.png,82,82,,,,,,,,,,
203170,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_tile_02_02.png,82,82,,,,,,,,,,
203171,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_tile_03_01.png,82,82,,,,,,,,,,
203172,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_tile_03_02.png,82,82,,,,,,,,,,
203173,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_tile_04_01.png,82,82,,,,,,,,,,
203174,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_2x2_tile_04_02.png,82,82,,,,,,,,,,
203175,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_3x1_fence.png,130,89,,,,,,,,,,
203176,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_4x1_light_01.png,168,65,,,,,,,,,,
203177,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_4x1_light_02.png,56,269,,,,,,,,,,
203178,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_5x1_wall_01.png,215,325,,,,,,,,,,
203179,,,,item,no name,no description,objects,object,1,,,obj_set_bluestage_5x1_wall_02.png,44,61,,,,,,,,,,
203180,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_1x2_partition02.png,24,154,,,,,,,,,,
203181,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_1x2_wallpaper01.png,42,80,,,,,,,,,,
203182,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_1x2_wallpaper02.png,42,80,,,,,,,,,,
203183,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x1_board_01.png,72,120,,,,,,,,,,
203184,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x1_board_02.png,20,20,,,,,,,,,,
203185,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x1_board_03.png,20,20,,,,,,,,,,
203186,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x1_board_04.png,20,20,,,,,,,,,,
203187,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x1_partition01.png,88,79,,,,,,,,,,
203188,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x1_vendingmachine01_01.png,86,148,,,,,,,,,,
203189,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x1_vendingmachine01_02.png,14,12,,,,,,,,,,
203190,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x1_vendingmachine01_03.png,21,12,,,,,,,,,,
203191,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_bagshelf.png,56,132,,,,,,,,,,
203192,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_clock_01.png,70,73,,,,,,,,,,
203193,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_clock_02.png,10,10,,,,,,,,,,
203194,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_clock_03.png,8,15,,,,,,,,,,
203195,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_clock_04.png,8,16,,,,,,,,,,
203196,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_pillar01.png,64,158,,,,,,,,,,
203197,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_pillar02.png,64,158,,,,,,,,,,
203198,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_table01.png,84,121,,,,,,,,,,
203199,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_table02.png,84,119,,,,,,,,,,
203200,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_tile01.png,82,82,,,,,,,,,,
203201,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_tile02.png,82,82,,,,,,,,,,
203202,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_tile03.png,82,82,,,,,,,,,,
203203,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_tile04.png,82,82,,,,,,,,,,
203204,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_tile05.png,82,82,,,,,,,,,,
203205,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x2_tile06.png,82,82,,,,,,,,,,
203206,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x3_sofa01.png,83,170,,,,,,,,,,
203207,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x3_sofa02.png,83,170,,,,,,,,,,
203208,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x4_ballmachine_01.png,84,224,,,,,,,,,,
203209,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x4_ballmachine_02.png,68,36,,,,,,,,,,
203210,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_2x4_ballmachine_03.png,13,14,,,,,,,,,,
203211,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_3x1_vendingmachine02_01.png,94,132,,,,,,,,,,
203212,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_3x1_vendingmachine02_02.png,14,12,,,,,,,,,,
203213,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_3x1_vendingmachine02_03.png,18,12,,,,,,,,,,
203214,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_3x2_scoremachine02_01.png,90,85,,,,,,,,,,
203215,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_3x2_scoremachine02_02.png,68,43,,,,,,,,,,
203216,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_3x2_scoremachine02_03.png,8,22,,,,,,,,,,
203217,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_ballshelf.png,162,109,,,,,,,,,,
203218,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_01.png,54,97,,,,,,,,,,
203219,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_02.png,54,97,,,,,,,,,,
203220,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_03.png,166,180,,,,,,,,,,
203221,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_04.png,137,41,,,,,,,,,,
203222,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_05.png,20,20,,,,,,,,,,
203223,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_06.png,22,22,,,,,,,,,,
203224,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_07.png,52,106,,,,,,,,,,
203225,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_08.png,47,85,,,,,,,,,,
203226,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_09.png,76,73,,,,,,,,,,
203227,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_10.png,40,75,,,,,,,,,,
203228,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_11.png,26,62,,,,,,,,,,
203229,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x1_door_floor.png,166,49,,,,,,,,,,
203230,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x2_lug.png,168,88,,,,,,,,,,
203231,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x2_scoremachine01.png,142,187,,,,,,,,,,
203232,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x2_scoremachine02_01.png,90,85,,,,,,,,,,
203233,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x2_scoremachine02_02.png,68,43,,,,,,,,,,
203234,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_4x2_scoremachine02_03.png,8,22,,,,,,,,,,
203235,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_01.png,282,476,,,,,,,,,,
203236,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_02.png,22,22,,,,,,,,,,
203237,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_03.png,22,52,,,,,,,,,,
203238,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_04.png,163,134,,,,,,,,,,
203239,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_05.png,124,60,,,,,,,,,,
203240,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_05_02.png,124,60,,,,,,,,,,
203241,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_05_03.png,124,60,,,,,,,,,,
203242,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_06.png,60,140,,,,,,,,,,
203243,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_07.png,60,140,,,,,,,,,,
203244,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_08.png,26,25,,,,,,,,,,
203245,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_09.png,53,97,,,,,,,,,,
203246,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_10.png,60,108,,,,,,,,,,
203247,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_11.png,110,98,,,,,,,,,,
203248,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_12.png,110,98,,,,,,,,,,
203249,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_13.png,132,122,,,,,,,,,,
203250,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_14.png,22,22,,,,,,,,,,
203251,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_15.png,39,86,,,,,,,,,,
203252,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_16.png,40,40,,,,,,,,,,
203253,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_17.png,282,38,,,,,,,,,,
203254,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_18.png,34,28,,,,,,,,,,
203255,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x10_bowlinglane_19.png,91,133,,,,,,,,,,
203256,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x4_counter_01.png,260,236,,,,,,,,,,
203257,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x4_counter_02.png,94,48,,,,,,,,,,
203258,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x4_counter_03.png,41,50,,,,,,,,,,
203259,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x4_counter_04.png,84,106,,,,,,,,,,
203260,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x4_counter_05.png,58,21,,,,,,,,,,
203261,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x4_counter_06.png,21,22,,,,,,,,,,
203262,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x4_counter_07.png,16,33,,,,,,,,,,
203263,,,,item,no name,no description,objects,object,1,,,obj_set_bowlingalley_7x4_counter_08.png,44,43,,,,,,,,,,
203264,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_1x1_tree.png,83,150,,,,,,,,,,
203265,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_1x2_curtain.png,53,91,,,,,,,,,,
203266,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_1x2_wallpaper.png,42,82,,,,,,,,,,
203267,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_2x1_hanger.png,79,120,,,,,,,,,,
203268,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_2x1_toybook.png,67,45,,,,,,,,,,
203269,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_2x1_toycar.png,81,47,,,,,,,,,,
203270,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_2x1_toyring.png,93,89,,,,,,,,,,
203271,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_2x2_locker.png,91,88,,,,,,,,,,
203272,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_2x2_tile.png,82,82,,,,,,,,,,
203273,,,,item,no name,no description,objects,object,1,,,obj_set_boyroom_2x3_bookshelf.png,84,167,,,,,,,,,,
